"","X","State","Year","Ag_District","Crop_Yield","State_FIPS","USPS_Code"
"2297",175,"ALABAMA",1987,"OTHER DISTRICTS, ALL COUNTIES",61.1,1,"AL"
"2298",343,"ARIZONA",1987,"CENTRAL",85,4,"AZ"
"2299",344,"ARIZONA",1987,"NORTHERN",102.8,4,"AZ"
"2300",358,"ARIZONA",1987,"SOUTHEASTERN",156,4,"AZ"
"2301",359,"ARIZONA",1987,"SOUTHWESTERN",108.7,4,"AZ"
"2302",393,"ARKANSAS",1987,"NORTH CENTRAL",57,5,"AR"
"2303",434,"ARKANSAS",1987,"EAST CENTRAL",120,5,"AR"
"2304",538,"ARKANSAS",1987,"NORTHWEST",66,5,"AR"
"2305",539,"ARKANSAS",1987,"SOUTH CENTRAL",68,5,"AR"
"2306",540,"ARKANSAS",1987,"SOUTHEAST",119,5,"AR"
"2307",550,"ARKANSAS",1987,"NORTHEAST",123,5,"AR"
"2308",554,"ARKANSAS",1987,"CENTRAL",82,5,"AR"
"2309",571,"ARKANSAS",1987,"SOUTHWEST",102,5,"AR"
"2310",650,"ARKANSAS",1987,"WEST CENTRAL",99,5,"AR"
"2311",826,"CALIFORNIA",1987,"SAN JOAQUIN VALLEY",156.9,6,"CA"
"2312",834,"CALIFORNIA",1987,"OTHER DISTRICTS, ALL COUNTIES",160,6,"CA"
"2313",844,"CALIFORNIA",1987,"SACRAMENTO VALLEY",163.8,6,"CA"
"2314",858,"CALIFORNIA",1987,"SOUTHERN CALIFORNIA",148.1,6,"CA"
"2315",862,"CALIFORNIA",1987,"CENTRAL COAST",164.5,6,"CA"
"2316",866,"CALIFORNIA",1987,"SIERRA MOUNTAINS",150,6,"CA"
"2317",891,"COLORADO",1987,"SOUTHWEST",140,8,"CO"
"2318",908,"COLORADO",1987,"EAST CENTRAL",163.7,8,"CO"
"2319",928,"COLORADO",1987,"NORTHEAST",149.8,8,"CO"
"2320",954,"COLORADO",1987,"SOUTHEAST",135,8,"CO"
"2321",1030,"DELAWARE",1987,"CENTRAL",83.6,10,"DE"
"2322",1041,"DELAWARE",1987,"NORTHERN",74,10,"DE"
"2323",1094,"DELAWARE",1987,"SOUTHERN",70,10,"DE"
"2324",1184,"FLORIDA",1987,"CENTRAL",64.4,12,"FL"
"2325",1187,"FLORIDA",1987,"SOUTHERN",70,12,"FL"
"2326",1215,"FLORIDA",1987,"NORTHEAST",66.1,12,"FL"
"2327",1216,"FLORIDA",1987,"NORTHWEST",71.4,12,"FL"
"2328",1275,"GEORGIA",1987,"NORTHEAST",55.5,13,"GA"
"2329",1378,"GEORGIA",1987,"NORTHWEST",73.5,13,"GA"
"2330",1379,"GEORGIA",1987,"SOUTH CENTRAL",79.7,13,"GA"
"2331",1433,"GEORGIA",1987,"SOUTHEAST",78.8,13,"GA"
"2332",1437,"GEORGIA",1987,"EAST CENTRAL",88.8,13,"GA"
"2333",1562,"GEORGIA",1987,"SOUTHWEST",95.5,13,"GA"
"2334",1564,"GEORGIA",1987,"WEST CENTRAL",69.3,13,"GA"
"2335",1586,"GEORGIA",1987,"NORTH CENTRAL",58.3,13,"GA"
"2336",1593,"GEORGIA",1987,"CENTRAL",68.4,13,"GA"
"2337",1645,"IDAHO",1987,"NORTH",75,16,"ID"
"2338",1659,"IDAHO",1987,"SOUTHWEST",132.2,16,"ID"
"2339",1662,"IDAHO",1987,"EAST",136.7,16,"ID"
"2340",1673,"IDAHO",1987,"SOUTH CENTRAL",125.9,16,"ID"
"2341",1726,"ILLINOIS",1987,"SOUTHWEST",117,17,"IL"
"2342",1732,"ILLINOIS",1987,"SOUTHEAST",120,17,"IL"
"2343",1852,"ILLINOIS",1987,"EAST SOUTHEAST",143,17,"IL"
"2344",1878,"ILLINOIS",1987,"EAST",138,17,"IL"
"2345",1896,"ILLINOIS",1987,"NORTHEAST",130,17,"IL"
"2346",1900,"ILLINOIS",1987,"WEST",123,17,"IL"
"2347",1952,"ILLINOIS",1987,"NORTHWEST",126,17,"IL"
"2348",1969,"ILLINOIS",1987,"WEST SOUTHWEST",138,17,"IL"
"2349",1985,"ILLINOIS",1987,"CENTRAL",136,17,"IL"
"2350",2283,"INDIANA",1987,"SOUTHWEST",134.1,18,"IN"
"2351",2284,"INDIANA",1987,"WEST CENTRAL",141.9,18,"IN"
"2352",2341,"INDIANA",1987,"SOUTH CENTRAL",113.6,18,"IN"
"2353",2355,"INDIANA",1987,"SOUTHEAST",122.4,18,"IN"
"2354",2393,"INDIANA",1987,"CENTRAL",144.7,18,"IN"
"2355",2405,"INDIANA",1987,"NORTHWEST",136,18,"IN"
"2356",2407,"INDIANA",1987,"EAST CENTRAL",134,18,"IN"
"2357",2414,"INDIANA",1987,"NORTHEAST",121.9,18,"IN"
"2358",2422,"INDIANA",1987,"NORTH CENTRAL",132.9,18,"IN"
"2359",2527,"IOWA",1987,"WEST CENTRAL",131.5,19,"IA"
"2360",2530,"IOWA",1987,"SOUTHWEST",126.4,19,"IA"
"2361",2533,"IOWA",1987,"SOUTH CENTRAL",115.4,19,"IA"
"2362",2547,"IOWA",1987,"SOUTHEAST",111.8,19,"IA"
"2363",2684,"IOWA",1987,"NORTHWEST",129.4,19,"IA"
"2364",2686,"IOWA",1987,"NORTHEAST",137.5,19,"IA"
"2365",2714,"IOWA",1987,"NORTH CENTRAL",137.9,19,"IA"
"2366",2755,"IOWA",1987,"EAST CENTRAL",120,19,"IA"
"2367",2771,"IOWA",1987,"CENTRAL",141.1,19,"IA"
"2368",2797,"KANSAS",1987,"SOUTHEAST",95,20,"KS"
"2369",2799,"KANSAS",1987,"SOUTHWEST",132,20,"KS"
"2370",2821,"KANSAS",1987,"CENTRAL",118,20,"KS"
"2371",2835,"KANSAS",1987,"EAST CENTRAL",100,20,"KS"
"2372",2849,"KANSAS",1987,"NORTH CENTRAL",123,20,"KS"
"2373",2886,"KANSAS",1987,"WEST CENTRAL",135,20,"KS"
"2374",2896,"KANSAS",1987,"SOUTH CENTRAL",120,20,"KS"
"2375",2980,"KANSAS",1987,"NORTHEAST",100,20,"KS"
"2376",3021,"KANSAS",1987,"NORTHWEST",137,20,"KS"
"2377",3257,"KENTUCKY",1987,"CENTRAL",91.4,21,"KY"
"2378",3273,"KENTUCKY",1987,"NORTHERN",106.8,21,"KY"
"2379",3300,"KENTUCKY",1987,"MIDWESTERN",116.4,21,"KY"
"2380",3315,"KENTUCKY",1987,"PURCHASE",102.2,21,"KY"
"2381",3355,"KENTUCKY",1987,"EASTERN OR MOUNTAIN",88.2,21,"KY"
"2382",3368,"KENTUCKY",1987,"BLUEGRASS",90.4,21,"KY"
"2383",3480,"LOUISIANA",1987,"SOUTHWEST",83.1,22,"LA"
"2384",3491,"LOUISIANA",1987,"WEST CENTRAL",80.2,22,"LA"
"2385",3507,"LOUISIANA",1987,"NORTHWEST",63.6,22,"LA"
"2386",3510,"LOUISIANA",1987,"NORTH CENTRAL",57.3,22,"LA"
"2387",3520,"LOUISIANA",1987,"NORTHEAST",99.7,22,"LA"
"2388",3548,"LOUISIANA",1987,"EAST CENTRAL",94.3,22,"LA"
"2389",3549,"LOUISIANA",1987,"CENTRAL",107.2,22,"LA"
"2390",3560,"LOUISIANA",1987,"SOUTH CENTRAL",95.2,22,"LA"
"2391",3587,"LOUISIANA",1987,"SOUTHEAST",86.3,22,"LA"
"2392",3699,"MARYLAND",1987,"NORTH CENTRAL",97.8,24,"MD"
"2393",3705,"MARYLAND",1987,"SOUTHERN",52,24,"MD"
"2394",3774,"MARYLAND",1987,"WESTERN",87.4,24,"MD"
"2395",3786,"MARYLAND",1987,"UPPER EASTERN SHORE",59.8,24,"MD"
"2396",3795,"MARYLAND",1987,"LOWER EASTERN SHORE",87.9,24,"MD"
"2397",3924,"MICHIGAN",1987,"SOUTHEAST",99.7,26,"MI"
"2398",3964,"MICHIGAN",1987,"SOUTH CENTRAL",95.3,26,"MI"
"2399",4047,"MICHIGAN",1987,"NORTHWEST",74.6,26,"MI"
"2400",4063,"MICHIGAN",1987,"NORTHEAST",90,26,"MI"
"2401",4083,"MICHIGAN",1987,"CENTRAL",89.3,26,"MI"
"2402",4102,"MICHIGAN",1987,"EAST CENTRAL",103.6,26,"MI"
"2403",4142,"MICHIGAN",1987,"SOUTHWEST",98.5,26,"MI"
"2404",4143,"MICHIGAN",1987,"WEST CENTRAL",84.1,26,"MI"
"2405",4157,"MICHIGAN",1987,"UPPER PENINSULA",90,26,"MI"
"2406",4280,"MINNESOTA",1987,"NORTH CENTRAL",97.7,27,"MN"
"2407",4295,"MINNESOTA",1987,"EAST CENTRAL",110.1,27,"MN"
"2408",4323,"MINNESOTA",1987,"CENTRAL",122,27,"MN"
"2409",4379,"MINNESOTA",1987,"SOUTHEAST",138.5,27,"MN"
"2410",4433,"MINNESOTA",1987,"SOUTHWEST",127.5,27,"MN"
"2411",4481,"MINNESOTA",1987,"WEST CENTRAL",108.7,27,"MN"
"2412",4521,"MINNESOTA",1987,"NORTHWEST",98.8,27,"MN"
"2413",4536,"MINNESOTA",1987,"SOUTH CENTRAL",140.9,27,"MN"
"2414",4572,"MINNESOTA",1987,"NORTHEAST",50,27,"MN"
"2415",4720,"MISSISSIPPI",1987,"SOUTHWEST",83.5,28,"MS"
"2416",4723,"MISSISSIPPI",1987,"UPPER DELTA",75.6,28,"MS"
"2417",4747,"MISSISSIPPI",1987,"SOUTHEAST AND COASTAL",71.7,28,"MS"
"2418",4761,"MISSISSIPPI",1987,"SOUTH CENTRAL",70.6,28,"MS"
"2419",4788,"MISSISSIPPI",1987,"NORTHEAST",80.2,28,"MS"
"2420",4836,"MISSISSIPPI",1987,"LOWER DELTA",87.6,28,"MS"
"2421",4850,"MISSISSIPPI",1987,"NORTH CENTRAL",85.4,28,"MS"
"2422",4895,"MISSISSIPPI",1987,"EAST CENTRAL",77.3,28,"MS"
"2423",4907,"MISSISSIPPI",1987,"CENTRAL",81.4,28,"MS"
"2424",4966,"MISSOURI",1987,"WEST",108,29,"MO"
"2425",5000,"MISSOURI",1987,"SOUTHEAST",130,29,"MO"
"2426",5002,"MISSOURI",1987,"SOUTHWEST",116,29,"MO"
"2427",5030,"MISSOURI",1987,"SOUTH CENTRAL",99,29,"MO"
"2428",5078,"MISSOURI",1987,"NORTHWEST",111,29,"MO"
"2429",5119,"MISSOURI",1987,"EAST",114,29,"MO"
"2430",5121,"MISSOURI",1987,"CENTRAL",112,29,"MO"
"2431",5136,"MISSOURI",1987,"NORTHEAST",107,29,"MO"
"2432",5154,"MISSOURI",1987,"NORTH CENTRAL",113,29,"MO"
"2433",5301,"MONTANA",1987,"SOUTH CENTRAL",103,30,"MT"
"2434",5327,"MONTANA",1987,"SOUTHEAST",106,30,"MT"
"2435",5399,"MONTANA",1987,"NORTHEAST",109,30,"MT"
"2436",5418,"MONTANA",1987,"NORTH CENTRAL",101,30,"MT"
"2437",5493,"NEBRASKA",1987,"SOUTH",151.6,31,"NE"
"2438",5513,"NEBRASKA",1987,"SOUTHWEST",144.8,31,"NE"
"2439",5515,"NEBRASKA",1987,"SOUTHEAST",134.9,31,"NE"
"2440",5557,"NEBRASKA",1987,"EAST",130.6,31,"NE"
"2441",5569,"NEBRASKA",1987,"NORTHWEST",122.2,31,"NE"
"2442",5610,"NEBRASKA",1987,"NORTH",126.1,31,"NE"
"2443",5622,"NEBRASKA",1987,"NORTHEAST",107.3,31,"NE"
"2444",5669,"NEBRASKA",1987,"CENTRAL",143.5,31,"NE"
"2445",5804,"NEW JERSEY",1987,"CENTRAL",108.5,34,"NJ"
"2446",5817,"NEW JERSEY",1987,"NORTH",107.1,34,"NJ"
"2447",5823,"NEW JERSEY",1987,"SOUTH",90.3,34,"NJ"
"2448",5934,"NEW MEXICO",1987,"NORTHWEST",124.2,35,"NM"
"2449",5943,"NEW MEXICO",1987,"SOUTHEAST",131.8,35,"NM"
"2450",5980,"NEW MEXICO",1987,"NORTHEAST",168.1,35,"NM"
"2451",5992,"NEW MEXICO",1987,"SOUTHWEST",131.6,35,"NM"
"2452",6202,"NEW YORK",1987,"NORTHEAST",115.2,36,"NY"
"2453",6213,"NEW YORK",1987,"NORTHERN",107.4,36,"NY"
"2454",6230,"NEW YORK",1987,"SOUTHERN",104.6,36,"NY"
"2455",6232,"NEW YORK",1987,"CENTRAL",107.8,36,"NY"
"2456",6239,"NEW YORK",1987,"SOUTHEAST",104.4,36,"NY"
"2457",6251,"NEW YORK",1987,"EASTERN",106.4,36,"NY"
"2458",6290,"NEW YORK",1987,"SOUTHWEST",103.4,36,"NY"
"2459",6294,"NEW YORK",1987,"WESTERN",111.8,36,"NY"
"2460",6351,"NEW YORK",1987,"LONG ISLAND",100,36,"NY"
"2461",6514,"NORTH CAROLINA",1987,"CENTRAL COASTAL",69,37,"NC"
"2462",6546,"NORTH CAROLINA",1987,"NORTHERN PIEDMONT",42,37,"NC"
"2463",6604,"NORTH CAROLINA",1987,"SOUTHERN COASTAL",75,37,"NC"
"2464",6605,"NORTH CAROLINA",1987,"SOUTHERN PIEDMONT",67,37,"NC"
"2465",6624,"NORTH CAROLINA",1987,"CENTRAL PIEDMONT",48,37,"NC"
"2466",6641,"NORTH CAROLINA",1987,"NORTHERN COASTAL",65,37,"NC"
"2467",6643,"NORTH CAROLINA",1987,"WESTERN MOUNTAIN",85,37,"NC"
"2468",6654,"NORTH CAROLINA",1987,"NORTHERN MOUNTAIN",64,37,"NC"
"2469",6732,"NORTH DAKOTA",1987,"SOUTHEAST",98.3,38,"ND"
"2470",6759,"NORTH DAKOTA",1987,"WEST CENTRAL",77.8,38,"ND"
"2471",6767,"NORTH DAKOTA",1987,"SOUTH CENTRAL",73.6,38,"ND"
"2472",6774,"NORTH DAKOTA",1987,"SOUTHWEST",71.1,38,"ND"
"2473",6863,"NORTH DAKOTA",1987,"NORTHEAST",95.6,38,"ND"
"2474",6871,"NORTH DAKOTA",1987,"NORTHWEST",73.2,38,"ND"
"2475",6879,"NORTH DAKOTA",1987,"NORTH CENTRAL",67.6,38,"ND"
"2476",6984,"NORTH DAKOTA",1987,"EAST CENTRAL",95.9,38,"ND"
"2477",7000,"NORTH DAKOTA",1987,"CENTRAL",80.4,38,"ND"
"2478",7077,"OHIO",1987,"NORTHEAST",116.1,39,"OH"
"2479",7108,"OHIO",1987,"SOUTH CENTRAL",102.3,39,"OH"
"2480",7110,"OHIO",1987,"NORTH CENTRAL",127,39,"OH"
"2481",7122,"OHIO",1987,"NORTHWEST",113.1,39,"OH"
"2482",7144,"OHIO",1987,"CENTRAL",118.5,39,"OH"
"2483",7153,"OHIO",1987,"SOUTHEAST",108.9,39,"OH"
"2484",7157,"OHIO",1987,"EAST CENTRAL",115.4,39,"OH"
"2485",7193,"OHIO",1987,"SOUTHWEST",126.9,39,"OH"
"2486",7277,"OHIO",1987,"WEST CENTRAL",128.9,39,"OH"
"2487",7453,"OKLAHOMA",1987,"NORTH CENTRAL",75.7,40,"OK"
"2488",7490,"OKLAHOMA",1987,"NORTHEAST",76.9,40,"OK"
"2489",7528,"OKLAHOMA",1987,"CENTRAL",82.6,40,"OK"
"2490",7551,"OKLAHOMA",1987,"EAST CENTRAL",79.5,40,"OK"
"2491",7648,"OKLAHOMA",1987,"PANHANDLE",137.2,40,"OK"
"2492",7704,"OKLAHOMA",1987,"SOUTHWEST",68.8,40,"OK"
"2493",7720,"OKLAHOMA",1987,"WEST CENTRAL",70,40,"OK"
"2494",7729,"OKLAHOMA",1987,"SOUTHEAST",68.5,40,"OK"
"2495",7747,"OKLAHOMA",1987,"SOUTH CENTRAL",89.7,40,"OK"
"2496",7777,"OREGON",1987,"NORTHWEST",132.1,41,"OR"
"2497",7779,"OREGON",1987,"NORTHEAST",178.9,41,"OR"
"2498",7788,"OREGON",1987,"SOUTHEAST",141.9,41,"OR"
"2499",7819,"OREGON",1987,"NORTH CENTRAL",179,41,"OR"
"2500",8021,"PENNSYLVANIA",1987,"WEST CENTRAL",111.5,42,"PA"
"2501",8075,"PENNSYLVANIA",1987,"SOUTHWESTERN",91.9,42,"PA"
"2502",8079,"PENNSYLVANIA",1987,"NORTHWESTERN",107.5,42,"PA"
"2503",8117,"PENNSYLVANIA",1987,"SOUTH CENTRAL",68.3,42,"PA"
"2504",8140,"PENNSYLVANIA",1987,"NORTH CENTRAL",100.8,42,"PA"
"2505",8145,"PENNSYLVANIA",1987,"SOUTHEASTERN",99.5,42,"PA"
"2506",8148,"PENNSYLVANIA",1987,"NORTHEASTERN",89.6,42,"PA"
"2507",8217,"PENNSYLVANIA",1987,"EAST CENTRAL",105.7,42,"PA"
"2508",8231,"PENNSYLVANIA",1987,"CENTRAL",88.9,42,"PA"
"2509",8350,"SOUTH CAROLINA",1987,"NORTH CENTRAL",55.2,45,"SC"
"2510",8358,"SOUTH CAROLINA",1987,"SOUTHERN",80.8,45,"SC"
"2511",8363,"SOUTH CAROLINA",1987,"NORTHWEST",57.2,45,"SC"
"2512",8366,"SOUTH CAROLINA",1987,"EASTERN",77.8,45,"SC"
"2513",8385,"SOUTH CAROLINA",1987,"WEST CENTRAL",65.2,45,"SC"
"2514",8433,"SOUTH CAROLINA",1987,"CENTRAL",79.8,45,"SC"
"2515",8555,"SOUTH DAKOTA",1987,"EAST CENTRAL",92.5,46,"SD"
"2516",8577,"SOUTH DAKOTA",1987,"WEST CENTRAL",70.1,46,"SD"
"2517",8579,"SOUTH DAKOTA",1987,"NORTH CENTRAL",67.5,46,"SD"
"2518",8594,"SOUTH DAKOTA",1987,"NORTHWEST",63.4,46,"SD"
"2519",8641,"SOUTH DAKOTA",1987,"SOUTHWEST",99,46,"SD"
"2520",8649,"SOUTH DAKOTA",1987,"NORTHEAST",86.8,46,"SD"
"2521",8656,"SOUTH DAKOTA",1987,"SOUTHEAST",86,46,"SD"
"2522",8659,"SOUTH DAKOTA",1987,"SOUTH CENTRAL",67.2,46,"SD"
"2523",8663,"SOUTH DAKOTA",1987,"CENTRAL",69.4,46,"SD"
"2524",8842,"TENNESSEE",1987,"CUMBERLAND PLATEAU",67,47,"TN"
"2525",8847,"TENNESSEE",1987,"DELTA",119,47,"TN"
"2526",8866,"TENNESSEE",1987,"CENTRAL BASIN",74,47,"TN"
"2527",8886,"TENNESSEE",1987,"WESTERN RIM",89,47,"TN"
"2528",8900,"TENNESSEE",1987,"WEST TENNESSEE",98,47,"TN"
"2529",8914,"TENNESSEE",1987,"EAST TENNESSEE",66,47,"TN"
"2530",9101,"TEXAS",1987,"UPPER COAST",76,48,"TX"
"2531",9182,"TEXAS",1987,"TRANS-PECOS",94,48,"TX"
"2532",9209,"TEXAS",1987,"SOUTH TEXAS",63.7,48,"TX"
"2533",9210,"TEXAS",1987,"SOUTHERN HIGH PLAINS",153.3,48,"TX"
"2534",9237,"TEXAS",1987,"SOUTHERN LOW PLAINS",50,48,"TX"
"2535",9349,"TEXAS",1987,"COASTAL BEND",80,48,"TX"
"2536",9354,"TEXAS",1987,"EAST TEXAS NORTH",68.1,48,"TX"
"2537",9368,"TEXAS",1987,"EAST TEXAS SOUTH",96,48,"TX"
"2538",9369,"TEXAS",1987,"EDWARDS PLATEAU",90,48,"TX"
"2539",9373,"TEXAS",1987,"SOUTH CENTRAL",82.5,48,"TX"
"2540",9388,"TEXAS",1987,"BLACKLANDS",80,48,"TX"
"2541",9396,"TEXAS",1987,"LOWER VALLEY",85,48,"TX"
"2542",9435,"TEXAS",1987,"CROSS TIMBERS",40,48,"TX"
"2543",9466,"TEXAS",1987,"NORTHERN HIGH PLAINS",164.5,48,"TX"
"2544",9480,"TEXAS",1987,"NORTHERN LOW PLAINS",100,48,"TX"
"2545",9644,"UTAH",1987,"EASTERN",117.9,49,"UT"
"2546",9669,"UTAH",1987,"CENTRAL",140.5,49,"UT"
"2547",9708,"UTAH",1987,"SOUTHERN",115,49,"UT"
"2548",9735,"UTAH",1987,"NORTHERN",145.9,49,"UT"
"2549",9772,"VIRGINIA",1987,"WESTERN",61.5,51,"VA"
"2550",9878,"VIRGINIA",1987,"SOUTHEASTERN",59.7,51,"VA"
"2551",9930,"VIRGINIA",1987,"NORTHERN",59.3,51,"VA"
"2552",9952,"VIRGINIA",1987,"SOUTHWESTERN",70.4,51,"VA"
"2553",9956,"VIRGINIA",1987,"CENTRAL",56,51,"VA"
"2554",9965,"VIRGINIA",1987,"SOUTHERN",48.1,51,"VA"
"2555",9971,"VIRGINIA",1987,"EASTERN",74.2,51,"VA"
"2556",10065,"WASHINGTON",1987,"NORTHEAST",165,53,"WA"
"2557",10076,"WASHINGTON",1987,"SOUTHEAST",184,53,"WA"
"2558",10107,"WASHINGTON",1987,"EAST CENTRAL",154,53,"WA"
"2559",10134,"WASHINGTON",1987,"CENTRAL",188,53,"WA"
"2560",10209,"WEST VIRGINIA",1987,"SOUTHWEST",74.4,54,"WV"
"2561",10211,"WEST VIRGINIA",1987,"NORTHWEST",83.7,54,"WV"
"2562",10246,"WEST VIRGINIA",1987,"EASTERN",68.6,54,"WV"
"2563",10275,"WISCONSIN",1987,"WEST CENTRAL",124.1,55,"WI"
"2564",10280,"WISCONSIN",1987,"NORTHWEST",111.5,55,"WI"
"2565",10291,"WISCONSIN",1987,"SOUTHWEST",123.3,55,"WI"
"2566",10295,"WISCONSIN",1987,"SOUTHEAST",115.6,55,"WI"
"2567",10318,"WISCONSIN",1987,"NORTHEAST",100.6,55,"WI"
"2568",10346,"WISCONSIN",1987,"SOUTH CENTRAL",117,55,"WI"
"2569",10427,"WISCONSIN",1987,"NORTH CENTRAL",119.8,55,"WI"
"2570",10493,"WISCONSIN",1987,"EAST CENTRAL",119.8,55,"WI"
"2571",10570,"WISCONSIN",1987,"CENTRAL",110.3,55,"WI"
"2572",10637,"WYOMING",1987,"SOUTHEAST",114.2,56,"WY"
"2573",10643,"WYOMING",1987,"NORTHWEST",94.1,56,"WY"
"2574",10648,"WYOMING",1987,"SOUTH CENTRAL",80,56,"WY"
"2575",10688,"WYOMING",1987,"NORTHEAST",88,56,"WY"
"2576",130,"ALABAMA",1988,"BLACK BELT",45,1,"AL"
"2577",186,"ALABAMA",1988,"NORTHERN VALLEY",41,1,"AL"
"2578",239,"ALABAMA",1988,"UPPER PLAINS & PIEDMONT",52.9,1,"AL"
"2579",242,"ALABAMA",1988,"WIREGRASS",41.8,1,"AL"
"2580",246,"ALABAMA",1988,"MOUNTAINS & EASTERN VALLEY",45.2,1,"AL"
"2581",249,"ALABAMA",1988,"COASTAL PLAINS & GULF COAST",44.6,1,"AL"
"2582",280,"ARIZONA",1988,"SOUTHWESTERN",107,4,"AZ"
"2583",284,"ARIZONA",1988,"SOUTHEASTERN",174.3,4,"AZ"
"2584",289,"ARIZONA",1988,"NORTHERN",95.7,4,"AZ"
"2585",310,"ARIZONA",1988,"CENTRAL",99.2,4,"AZ"
"2586",398,"ARKANSAS",1988,"NORTH CENTRAL",50,5,"AR"
"2587",455,"ARKANSAS",1988,"WEST CENTRAL",60,5,"AR"
"2588",465,"ARKANSAS",1988,"EAST CENTRAL",110,5,"AR"
"2589",544,"ARKANSAS",1988,"CENTRAL",55,5,"AR"
"2590",577,"ARKANSAS",1988,"NORTHEAST",113,5,"AR"
"2591",594,"ARKANSAS",1988,"SOUTH CENTRAL",58,5,"AR"
"2592",618,"ARKANSAS",1988,"NORTHWEST",49,5,"AR"
"2593",647,"ARKANSAS",1988,"SOUTHWEST",63,5,"AR"
"2594",651,"ARKANSAS",1988,"SOUTHEAST",103,5,"AR"
"2595",777,"CALIFORNIA",1988,"SOUTHERN CALIFORNIA",133.9,6,"CA"
"2596",831,"CALIFORNIA",1988,"SIERRA MOUNTAINS",130,6,"CA"
"2597",848,"CALIFORNIA",1988,"SACRAMENTO VALLEY",153.4,6,"CA"
"2598",849,"CALIFORNIA",1988,"SAN JOAQUIN VALLEY",138.6,6,"CA"
"2599",852,"CALIFORNIA",1988,"CENTRAL COAST",137,6,"CA"
"2600",856,"CALIFORNIA",1988,"OTHER DISTRICTS, ALL COUNTIES",140,6,"CA"
"2601",947,"COLORADO",1988,"SOUTHWEST",140,8,"CO"
"2602",998,"COLORADO",1988,"SOUTHEAST",142,8,"CO"
"2603",1012,"COLORADO",1988,"NORTHEAST",156,8,"CO"
"2604",1021,"COLORADO",1988,"EAST CENTRAL",167.5,8,"CO"
"2605",1035,"DELAWARE",1988,"NORTHERN",64,10,"DE"
"2606",1067,"DELAWARE",1988,"CENTRAL",72,10,"DE"
"2607",1080,"DELAWARE",1988,"SOUTHERN",72.7,10,"DE"
"2608",1225,"FLORIDA",1988,"NORTHWEST",55.3,12,"FL"
"2609",1241,"FLORIDA",1988,"CENTRAL",63.3,12,"FL"
"2610",1242,"FLORIDA",1988,"NORTHEAST",58.3,12,"FL"
"2611",1243,"FLORIDA",1988,"SOUTHERN",65,12,"FL"
"2612",1330,"GEORGIA",1988,"NORTH CENTRAL",67.5,13,"GA"
"2613",1385,"GEORGIA",1988,"EAST CENTRAL",48.2,13,"GA"
"2614",1405,"GEORGIA",1988,"NORTHEAST",41.9,13,"GA"
"2615",1446,"GEORGIA",1988,"SOUTHEAST",42.5,13,"GA"
"2616",1493,"GEORGIA",1988,"CENTRAL",53.6,13,"GA"
"2617",1570,"GEORGIA",1988,"SOUTH CENTRAL",59.7,13,"GA"
"2618",1584,"GEORGIA",1988,"SOUTHWEST",82.2,13,"GA"
"2619",1585,"GEORGIA",1988,"WEST CENTRAL",47.1,13,"GA"
"2620",1589,"GEORGIA",1988,"NORTHWEST",65.7,13,"GA"
"2621",1621,"IDAHO",1988,"SOUTH CENTRAL",128.9,16,"ID"
"2622",1646,"IDAHO",1988,"SOUTHWEST",130.9,16,"ID"
"2623",1676,"IDAHO",1988,"EAST",125,16,"ID"
"2624",1714,"IDAHO",1988,"NORTH",100,16,"ID"
"2625",1922,"ILLINOIS",1988,"NORTHWEST",63,17,"IL"
"2626",1924,"ILLINOIS",1988,"SOUTHEAST",87,17,"IL"
"2627",1947,"ILLINOIS",1988,"NORTHEAST",76,17,"IL"
"2628",1950,"ILLINOIS",1988,"EAST",64,17,"IL"
"2629",1959,"ILLINOIS",1988,"EAST SOUTHEAST",83,17,"IL"
"2630",1994,"ILLINOIS",1988,"SOUTHWEST",78,17,"IL"
"2631",2031,"ILLINOIS",1988,"WEST SOUTHWEST",86,17,"IL"
"2632",2033,"ILLINOIS",1988,"CENTRAL",68,17,"IL"
"2633",2039,"ILLINOIS",1988,"WEST",70,17,"IL"
"2634",2282,"INDIANA",1988,"SOUTH CENTRAL",74.2,18,"IN"
"2635",2309,"INDIANA",1988,"SOUTHEAST",89,18,"IN"
"2636",2310,"INDIANA",1988,"SOUTHWEST",91,18,"IN"
"2637",2337,"INDIANA",1988,"WEST CENTRAL",83.8,18,"IN"
"2638",2388,"INDIANA",1988,"NORTHWEST",71.5,18,"IN"
"2639",2401,"INDIANA",1988,"NORTHEAST",84.2,18,"IN"
"2640",2415,"INDIANA",1988,"NORTH CENTRAL",83.2,18,"IN"
"2641",2426,"INDIANA",1988,"EAST CENTRAL",75.5,18,"IN"
"2642",2435,"INDIANA",1988,"CENTRAL",88.5,18,"IN"
"2643",2554,"IOWA",1988,"WEST CENTRAL",102,19,"IA"
"2644",2650,"IOWA",1988,"NORTHWEST",100.7,19,"IA"
"2645",2675,"IOWA",1988,"SOUTHEAST",50.4,19,"IA"
"2646",2687,"IOWA",1988,"SOUTH CENTRAL",61.9,19,"IA"
"2647",2696,"IOWA",1988,"SOUTHWEST",92.2,19,"IA"
"2648",2703,"IOWA",1988,"NORTHEAST",70.1,19,"IA"
"2649",2718,"IOWA",1988,"CENTRAL",82.7,19,"IA"
"2650",2729,"IOWA",1988,"NORTH CENTRAL",105.9,19,"IA"
